id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
2672,ESMX,medium_airport,Växjö Kronoberg Airport,56.929100036621100,14.727999687194800,610,EU,SE,SE-G,Växjö,yes,ESMX,VXO,,,https://en.wikipedia.org/wiki/V%C3%A4xj%C3%B6_Airport,
2675,ESND,small_airport,Sveg Airport,62.047798,14.4229,1178,EU,SE,SE-Z,Sveg,yes,ESND,EVG,,,https://en.wikipedia.org/wiki/Sveg_Airport,
2676,ESNG,medium_airport,Gällivare Airport,67.13240051269530,20.814599990844700,1027,EU,SE,SE-BD,Gällivare,yes,ESNG,GEV,,,https://en.wikipedia.org/wiki/G%C3%A4llivare_Airport,
2679,ESNK,medium_airport,Kramfors-Sollefteå Höga Kusten Airport,63.048599,17.7689,34,EU,SE,SE-Y,Nyland,yes,ESNK,KRF,,,https://en.wikipedia.org/wiki/Kramfors_Airport,
2680,ESNL,medium_airport,Lycksele Airport,64.548302,18.7162,705,EU,SE,SE-AC,Lycksele,yes,ESNL,LYC,,,https://en.wikipedia.org/wiki/Lycksele_Airport,
2682,ESNN,medium_airport,Sundsvall-Härnösand Airport,62.528099060058600,17.443899154663100,16,EU,SE,SE-Y,Sundsvall/ Härnösand,yes,ESNN,SDL,,,https://en.wikipedia.org/wiki/Sundsvall-H%C3%A4rn%C3%B6sand_Airport,
2683,ESNO,medium_airport,Örnsköldsvik Airport,63.40829849243160,18.989999771118200,354,EU,SE,SE-Y,Örnsköldsvik,yes,ESNO,OER,,,https://en.wikipedia.org/wiki/%C3%96rnsk%C3%B6ldsvik_Airport,
2685,ESNQ,medium_airport,Kiruna Airport,67.821998596191,20.336799621582,1508,EU,SE,SE-BD,Kiruna,yes,ESNQ,KRN,,https://www.swedavia.com/kiruna/,https://en.wikipedia.org/wiki/Kiruna_Airport,
2687,ESNS,medium_airport,Skellefteå Airport,64.62480163574220,21.076900482177700,157,EU,SE,SE-AC,Skellefteå,yes,ESNS,SFT,,,https://en.wikipedia.org/wiki/Skellefte%C3%A5_Airport,
2689,ESNU,medium_airport,Umeå Airport,63.791801452637,20.282800674438,24,EU,SE,SE-AC,Umeå,yes,ESNU,UME,,https://www.swedavia.com/umea/,https://en.wikipedia.org/wiki/Ume%C3%A5_Airport,
2690,ESNV,medium_airport,Vilhelmina South Lapland Airport,64.579102,16.833599,1140,EU,SE,SE-AC,Vilhelmina,yes,ESNV,VHM,,,https://en.wikipedia.org/wiki/Vilhelmina_Airport,
2691,ESNX,medium_airport,Arvidsjaur Airport,65.59030151367190,19.28190040588380,1245,EU,SE,SE-BD,Arvidsjaur,yes,ESNX,AJR,,,https://en.wikipedia.org/wiki/Arvidsjaur_Airport,
29358,ESNZ,medium_airport,Åre Östersund Airport,63.194135,14.500322,1233,EU,SE,SE-Z,Östersund,yes,ESNZ,OSD,,https://www.swedavia.com/ostersund/,https://en.wikipedia.org/wiki/%C3%85re_%C3%96stersund_Airport,"F4 Frösön Air Base, ESPC"
2693,ESOE,medium_airport,Örebro Airport,59.22370147705080,15.038000106811500,188,EU,SE,SE-T,Örebro,yes,ESOE,ORB,,,https://en.wikipedia.org/wiki/%C3%96rebro_Airport,
2694,ESOH,small_airport,Hagfors Airport,60.0201,13.5789,474,EU,SE,SE-S,Råda,yes,ESOH,HFS,,,https://en.wikipedia.org/wiki/Hagfors_Airport,
2695,ESOK,medium_airport,Karlstad Airport,59.444698333700000,13.337400436400000,352,EU,SE,SE-S,Karlstad,yes,ESOK,KSD,,,https://en.wikipedia.org/wiki/Karlstad_Airport,
2696,ESOW,medium_airport,Stockholm Västerås Airport,59.58940124511720,16.63360023498540,21,EU,SE,SE-U,Stockholm / Västerås,yes,ESOW,VST,,,https://en.wikipedia.org/wiki/Stockholm-V%C3%A4ster%C3%A5s_Airport,
2697,ESPA,medium_airport,Luleå Airport,65.5438,22.122,65,EU,SE,SE-BD,Luleå,yes,ESPA,LLA,,https://www.swedavia.com/lulea/,https://en.wikipedia.org/wiki/Lule%C3%A5_Airport,Kallax Air Base
2701,ESSA,large_airport,Stockholm-Arlanda Airport,59.64849,17.928829,137,EU,SE,SE-AB,Stockholm,yes,ESSA,ARN,,http://www.swedavia.se/arlanda/,https://en.wikipedia.org/wiki/Stockholm-Arlanda_Airport,
2702,ESSB,medium_airport,Stockholm-Bromma Airport,59.354400634765600,17.941699981689500,47,EU,SE,SE-AB,Stockholm,yes,ESSB,BMA,,,https://en.wikipedia.org/wiki/Stockholm-Bromma_Airport,
2703,ESSD,medium_airport,Dala Airport,60.422001,15.5152,503,EU,SE,SE-W,Borlange,yes,ESSD,BLE,,https://www.dalaflyget.se/,https://en.wikipedia.org/wiki/Borl%C3%A4nge_Airport,
2706,ESSL,medium_airport,Linköping City Airport,58.4062004089,15.680500030500000,172,EU,SE,SE-E,Linköping,yes,ESSL,LPI,,http://www.linkopingsflygplats.se/,https://en.wikipedia.org/wiki/Link%C3%B6ping_SAAB_Airport,
2707,ESSP,medium_airport,Norrköping Airport,58.586299896240200,16.250600814819300,32,EU,SE,SE-E,Norrköping,yes,ESSP,NRK,,,https://en.wikipedia.org/wiki/Norrk%C3%B6ping_Airport,Kungsangen
2708,ESST,medium_airport,Torsby Airport,60.1576,12.9913,393,EU,SE,SE-S,Torsby,yes,ESST,TYF,,http://www.torsbyflygplats.se,https://en.wikipedia.org/wiki/Torsby_Airport,
2710,ESSV,medium_airport,Visby Airport,57.662799835205,18.346200942993,164,EU,SE,SE-I,Visby,yes,ESSV,VBY,,https://www.swedavia.com/visby/,https://en.wikipedia.org/wiki/Visby_Airport,
2711,ESTA,medium_airport,Ängelholm-Helsingborg Airport,56.29610061645510,12.847100257873500,68,EU,SE,SE-M,Ängelholm,yes,ESTA,AGH,,http://www.lfv.se/templates/LFV_AirportStartPage____4777.aspx,https://en.wikipedia.org/wiki/%C3%84ngelholm-Helsingborg_Airport,"ESDB, Ängelholm Air Base"
2715,ESUP,small_airport,Pajala Airport,67.244569,23.074894,542,EU,SE,SE-BD,,yes,ESUP,PJA,,,https://en.wikipedia.org/wiki/Pajala_Airport,
2716,ESUT,small_airport,Hemavan Airport,65.806099,15.0828,1503,EU,SE,SE-AC,Hemavan,yes,ESUT,HMV,,,https://en.wikipedia.org/wiki/Hemavan_Airport,
2734,ETMN,medium_airport,Nordholz Naval Airbase,53.767689,8.659201,74,EU,DE,DE-NI,Cuxhaven,yes,ETMN,FCN,,,https://en.wikipedia.org/wiki/Nordholz_Naval_Airbase,Fliegerhorst Nordholz
2739,ETNL,medium_airport,Rostock-Laage Airport,53.9182014465,12.278300285300000,138,EU,DE,DE-MV,Rostock,yes,ETNL,RLG,,,https://en.wikipedia.org/wiki/Rostock-Laage_Airport,
2758,EVRA,large_airport,Riga International Airport,56.923599,23.9711,36,EU,LV,LV-062,Riga,yes,EVRA,RIX,,http://www.riga-airport.com/,https://en.wikipedia.org/wiki/Riga_International_Airport,
2760,EYKA,medium_airport,Kaunas International Airport,54.96390151977540,24.084800720214800,256,EU,LT,LT-KU,Kaunas,yes,EYKA,KUN,,http://www.kaunasair.lt/index.php?lang=2&m=2&p=210,https://en.wikipedia.org/wiki/Kaunas_Airport,Kauno tarptautinis Oro Uostas
2762,EYPA,medium_airport,Palanga International Airport,55.973201751709000,21.093900680542000,33,EU,LT,LT-KL,Palanga,yes,EYPA,PLQ,,http://www.palanga-airport.lt/,https://en.wikipedia.org/wiki/Palanga_International_Airport,
2766,EYVI,large_airport,Vilnius International Airport,54.634102,25.285801,648,EU,LT,LT-VL,Vilnius,yes,EYVI,VNO,,http://www.vilnius-airport.lt/en/,https://en.wikipedia.org/wiki/Vilnius_International_Airport,
31199,GB-FOA,small_airport,Foula Airfield,60.121725,-2.053202,150,EU,GB,GB-SCT,Foula,yes,,FOA,,,https://en.wikipedia.org/wiki/Foula_Airfield,EGFO
3972,LATI,large_airport,Tirana International Airport Mother Teresa,41.4147,19.7206,126,EU,AL,AL-02,Rinas,yes,LATI,TIA,,http://www.tirana-airport.com/,https://en.wikipedia.org/wiki/Tirana_International_Airport_N%C3%ABn%C3%AB_Tereza,"Rinas International Airport, Aeroporti Nënë Tereza"
3974,LBBG,large_airport,Burgas Airport,42.56959915161130,27.515199661254900,135,EU,BG,BG-02,Burgas,yes,LBBG,BOJ,,,https://en.wikipedia.org/wiki/Burgas_Airport,
3976,LBPD,medium_airport,Plovdiv International Airport,42.067799,24.8508,597,EU,BG,BG-16,Plovdiv,yes,LBPD,PDV,,http://www.plovdivairport.com/,https://en.wikipedia.org/wiki/Plovdiv_International_Airport,
3977,LBSF,large_airport,Sofia Airport,42.696357,23.417671,1742,EU,BG,BG-22,Sofia,yes,LBSF,SOF,,http://sofia-airport.bg,https://en.wikipedia.org/wiki/Sofia_Airport,"Sofia International Airport, Vrazhdebna Air Base"
3979,LBWN,large_airport,Varna Airport,43.232101,27.8251,230,EU,BG,BG-03,Varna,yes,LBWN,VAR,,,https://en.wikipedia.org/wiki/Varna_Airport,
3984,LDDU,medium_airport,Dubrovnik Ruđer Bošković Airport,42.562247,18.265543,527,EU,HR,HR-19,Čilipi,yes,LDDU,DBV,,,https://en.wikipedia.org/wiki/Dubrovnik_Airport,
3986,LDOS,medium_airport,Osijek Airport,45.4627,18.8102,290,EU,HR,HR-14,Osijek,yes,LDOS,OSI,,,https://en.wikipedia.org/wiki/Osijek_Airport,
3987,LDPL,medium_airport,Pula Airport,44.89350128173830,13.922200202941900,274,EU,HR,HR-18,Pula,yes,LDPL,PUY,,,https://en.wikipedia.org/wiki/Pula_Airport,
3989,LDRI,medium_airport,Rijeka Airport,45.21689987182620,14.570300102233900,278,EU,HR,HR-08,Rijeka,yes,LDRI,RJK,,,https://en.wikipedia.org/wiki/Rijeka_Airport,"Reka, Rika, Fiume"
3990,LDSB,medium_airport,Brač Airport,43.285702,16.679701,1776,EU,HR,HR-17,Bol,yes,LDSB,BWK,,,https://en.wikipedia.org/wiki/Bra%C4%8D_Airport,Bol Airport
3991,LDSP,medium_airport,Split Airport,43.53889846801760,16.29800033569340,79,EU,HR,HR-17,Split,yes,LDSP,SPU,,,https://en.wikipedia.org/wiki/Split_Airport,
3993,LDZA,large_airport,Zagreb Airport,45.742901,16.0688,353,EU,HR,HR-21,Zagreb,yes,LDZA,ZAG,,,https://en.wikipedia.org/wiki/Zagreb_Airport,Pleso
3994,LDZD,medium_airport,Zadar Airport,44.094988,15.354879,289,EU,HR,HR-13,Zemunik Donji (Zadar),yes,LDZD,ZAD,,https://www.zadar-airport.hr/en,https://en.wikipedia.org/wiki/Zadar_Airport,
3997,LEAL,large_airport,Alicante-Elche Miguel Hernández Airport,38.2822,-0.558156,142,EU,ES,ES-VC,Alicante,yes,LEAL,ALC,,https://www.aena.es/en/alicante-elche.html,https://en.wikipedia.org/wiki/Alicante_Airport,
3998,LEAM,medium_airport,Almería Airport,36.843899,-2.3701,70,EU,ES,ES-AN,Almería,yes,LEAM,LEI,,https://www.aena.es/en/almeria.html,https://en.wikipedia.org/wiki/Almer%C3%ADa_International_Airport,
3999,LEAS,medium_airport,Asturias Airport,43.563599,-6.03462,416,EU,ES,ES-AS,Ranón,yes,LEAS,OVD,,https://www.aena.es/en/asturias.html,https://en.wikipedia.org/wiki/Asturias_Airport,
4001,LEBB,medium_airport,Bilbao Airport,43.301102,-2.91061,138,EU,ES,ES-PV,Bilbao,yes,LEBB,BIO,,https://www.aena.es/en/bilbao.html,https://en.wikipedia.org/wiki/Bilbao_Airport,
4003,LEBG,medium_airport,Burgos Airport,42.357601,-3.62076,2962,EU,ES,ES-CL,Burgos,yes,LEBG,RGS,,https://www.aena.es/en/burgos.html,https://en.wikipedia.org/wiki/Burgos_Airport,
4004,LEBL,large_airport,Josep Tarradellas Barcelona-El Prat Airport,41.2971,2.07846,12,EU,ES,ES-CT,Barcelona,yes,LEBL,BCN,,https://www.aena.es/en/josep-tarradellas-barcelona-el-prat.html,https://en.wikipedia.org/wiki/Barcelona%E2%80%93El_Prat_Airport,"El Prat Airport,Barcelona International,Josep Tarradellas Barcelona-El Prat Airport"
4005,LEBZ,medium_airport,Badajoz Airport,38.8913,-6.82133,609,EU,ES,ES-EX,Badajoz,yes,LEBZ,BJZ,,https://www.aena.es/en/badajoz.html,https://en.wikipedia.org/wiki/Badajoz_Airport,Talavera La Real Airport
300859,LECH,medium_airport,Castellón-Costa Azahar Airport,40.213889,0.073333,1182,EU,ES,ES-VC,Castellón de la Plana,yes,LECH,CDT,,https://www.aeroportcastello.com/,https://en.wikipedia.org/wiki/Castell%C3%B3n%E2%80%93Costa_Azahar_Airport,
4007,LECO,medium_airport,A Coruña Airport,43.302101,-8.37726,326,EU,ES,ES-GA,Culleredo,yes,LECO,LCG,,https://www.aena.es/en/a-coruna.html,https://en.wikipedia.org/wiki/A_Coru%C3%B1a_Airport,"The Groyne, La Coruña"
308328,LEDA,medium_airport,Lleida-Alguaire Airport,41.728185,0.535023,1152,EU,ES,ES-CT,Lleida,yes,LEDA,ILD,,http://www.aeroportlleida.cat/?L=2,https://en.wikipedia.org/wiki/Lleida-Alguaire_Airport,
4010,LEGE,medium_airport,Girona-Costa Brava Airport,41.904639,2.761774,468,EU,ES,ES-CT,Girona,yes,LEGE,GRO,,https://www.aena.es/en/girona-costa-brava.html,https://en.wikipedia.org/wiki/Girona-Costa_Brava_Airport,"Girona,Costa Brava,Girona-Costa Brava"
4011,LEGR,medium_airport,F.G.L. Airport Granada-Jaén Airport,37.188702,-3.77736,1860,EU,ES,ES-AN,Granada,yes,LEGR,GRX,,https://www.aena.es/en/f.g.l.-granada-jaen.html,https://en.wikipedia.org/wiki/Federico_Garc%C3%ADa_Lorca_Airport,
4013,LEIB,large_airport,Ibiza Airport,38.872898,1.37312,24,EU,ES,ES-IB,Ibiza (Eivissa),yes,LEIB,IBZ,,https://www.aena.es/en/ibiza.html,https://en.wikipedia.org/wiki/Ibiza_Airport,
4015,LEJR,medium_airport,Jerez Airport,36.744598,-6.06011,93,EU,ES,ES-AN,Jerez de la Frontera,yes,LEJR,XRY,,https://www.aena.es/en/jerez.html,https://en.wikipedia.org/wiki/Jerez_Airport,
4018,LELN,medium_airport,León Airport,42.589001,-5.65556,3006,EU,ES,ES-CL,León,yes,LELN,LEN,,https://www.aena.es/en/leon.html,https://en.wikipedia.org/wiki/Le%C3%B3n_Airport,
4019,LEMD,large_airport,Adolfo Suárez Madrid–Barajas Airport,40.471926,-3.56264,1998,EU,ES,ES-MD,Madrid,yes,LEMD,MAD,,https://www.aena.es/en/adolfo-suarez-madrid-barajas.html,https://en.wikipedia.org/wiki/Adolfo_Su%C3%A1rez_Madrid%E2%80%93Barajas_Airport,"Leganés, Madrid Barajas International Airport"
4020,LEMG,large_airport,Málaga-Costa del Sol Airport,36.6749,-4.49911,53,EU,ES,ES-AN,Málaga,yes,LEMG,AGP,,https://www.aena.es/en/malaga-costa-del-sol.html,https://en.wikipedia.org/wiki/M%C3%A1laga_Airport,"Costa del Sol, Malaga"
4021,LEMH,medium_airport,Menorca Airport,39.862598,4.21865,302,EU,ES,ES-IB,Mahón (Maó),yes,LEMH,MAH,,https://www.aena.es/en/menorca.html,https://en.wikipedia.org/wiki/Menorca_Airport,
308134,LEMI,medium_airport,Región de Murcia International Airport,37.803,-1.125,644,EU,ES,ES-MC,Corvera,yes,LEMI,RMU,,https://www.aena.es/en/internacional-region-de-murcia.html,https://en.wikipedia.org/wiki/Murcia-Corvera_Airport,
4035,LEPA,large_airport,Palma de Mallorca Airport,39.551701,2.73881,27,EU,ES,ES-IB,Palma de Mallorca,yes,LEPA,PMI,,https://www.aena.es/en/palma-de-mallorca.html,https://en.wikipedia.org/wiki/Son_Sant_Joan_Airport,"Son Sant Joan Airport, LESJ"
4025,LEPP,medium_airport,Pamplona Airport,42.77,-1.64633,1504,EU,ES,ES-NC,Pamplona,yes,LEPP,PNA,,https://www.aena.es/en/pamplona.html,https://en.wikipedia.org/wiki/Pamplona_Airport,
4031,LERS,medium_airport,Reus Airport,41.1474,1.16717,233,EU,ES,ES-CT,Reus,yes,LERS,REU,,https://www.aena.es/en/reus.html,https://en.wikipedia.org/wiki/Reus_Airport,
4033,LESA,medium_airport,Salamanca Airport,40.952099,-5.50199,2595,EU,ES,ES-CL,Salamanca,yes,LESA,SLM,,https://www.aena.es/en/salamanca.html,https://en.wikipedia.org/wiki/Salamanca_Airport,
4037,LESO,medium_airport,San Sebastián Airport,43.356499,-1.79061,16,EU,ES,ES-PV,Hondarribia,yes,LESO,EAS,,https://www.aena.es/en/san-sebastian.html,https://en.wikipedia.org/wiki/San_Sebasti%C3%A1n_Airport,
4038,LEST,large_airport,Santiago-Rosalía de Castro Airport,42.896301,-8.41514,1213,EU,ES,ES-GA,Santiago de Compostela,yes,LEST,SCQ,,https://www.aena.es/en/santiago-rosalia-de-castro.html,https://en.wikipedia.org/wiki/Santiago_de_Compostela_Airport,
4039,LESU,small_airport,Pirineus - la Seu d'Urgel Airport,42.3386,1.40917,2625,EU,ES,ES-CT,La Seu d'Urgell Pyrenees and Andorra,yes,LESU,LEU,,http://www10.gencat.net/ptop/AppJava/cat/aerotrans/aerodroms/aerodroms/pirineus.jsp,https://en.wikipedia.org/wiki/La_Seu_d'Urgell_Airport,"Montferrer, Castellbò"
4042,LEVC,medium_airport,Valencia Airport,39.4893,-0.481625,240,EU,ES,ES-VC,Valencia,yes,LEVC,VLC,,https://www.aena.es/en/valencia.html,https://en.wikipedia.org/wiki/Valencia_Airport,
4043,LEVD,medium_airport,Valladolid Airport,41.7061,-4.85194,2776,EU,ES,ES-CL,Valladolid,yes,LEVD,VLL,,https://www.aena.es/en/valladolid.html,https://en.wikipedia.org/wiki/Valladolid_Airport,
4045,LEVT,medium_airport,Vitoria Airport,42.882801,-2.72447,1682,EU,ES,ES-PV,Alava,yes,LEVT,VIT,,https://www.aena.es/en/vitoria.html,https://en.wikipedia.org/wiki/Vitoria_Airport,"Vitoria,Foronda"
4046,LEVX,medium_airport,Vigo Airport,42.2318,-8.62677,856,EU,ES,ES-GA,Vigo,yes,LEVX,VGO,,https://www.aena.es/en/vigo.html,https://en.wikipedia.org/wiki/Vigo-Peinador_Airport,
4047,LEXJ,medium_airport,Seve Ballesteros-Santander Airport,43.427101,-3.82001,16,EU,ES,ES-CB,Santander,yes,LEXJ,SDR,,https://www.aena.es/en/seve-ballesteros-santander.html,https://en.wikipedia.org/wiki/Santander_Airport,
4048,LEZG,medium_airport,Zaragoza Airport,41.666199,-1.04155,863,EU,ES,ES-AR,Zaragoza,yes,LEZG,ZAZ,,https://www.aena.es/en/zaragoza.html,https://en.wikipedia.org/wiki/Zaragoza_Airport,
4049,LEZL,medium_airport,Sevilla Airport,37.417999,-5.89311,112,EU,ES,ES-AN,Sevilla,yes,LEZL,SVQ,,https://www.aena.es/en/seville.html,https://en.wikipedia.org/wiki/San_Pablo_Airport,
4060,LFBD,large_airport,Bordeaux-Mérignac Airport,44.8283,-0.715556,162,EU,FR,FR-NAQ,Bordeaux/Mérignac,yes,LFBD,BOD,,https://www.bordeaux.aeroport.fr/,https://en.wikipedia.org/wiki/Bordeaux%E2%80%93M%C3%A9rignac_Airport,
4061,LFBE,medium_airport,Bergerac Dordogne Périgord Airport,44.825298,0.518611,171,EU,FR,FR-NAQ,Bergerac/Roumanière,yes,LFBE,EGC,,https://www.bergerac.aeroport.fr/,https://en.wikipedia.org/wiki/Bergerac_Dordogne_P%C3%A9rigord_Airport,
4064,LFBH,medium_airport,La Rochelle-Île de Ré Airport,46.17919921875,-1.1952799558639500,74,EU,FR,FR-NAQ,La Rochelle/Île de Ré,yes,LFBH,LRH,,,https://en.wikipedia.org/wiki/La_Rochelle_-_%C3%8Ele_de_R%C3%A9_Airport,Laleu Airport
4065,LFBI,medium_airport,Poitiers-Biard Airport,46.5877,0.306666,423,EU,FR,FR-NAQ,Poitiers/Biard,yes,LFBI,PIS,,https://www.poitiers.aeroport.fr/,https://en.wikipedia.org/wiki/Poitiers_-_Biard_Airport,
4067,LFBL,medium_airport,Limoges Airport,45.86280059814450,1.1794400215148900,1300,EU,FR,FR-NAQ,Limoges/Bellegarde,yes,LFBL,LIG,,,https://en.wikipedia.org/wiki/Limoges_-_Bellegarde_Airport,
4070,LFBO,large_airport,Toulouse-Blagnac Airport,43.629101,1.36382,499,EU,FR,FR-OCC,Toulouse/Blagnac,yes,LFBO,TLS,,http://www.toulouse.aeroport.fr/,https://en.wikipedia.org/wiki/Toulouse_Blagnac_International_Airport,
4071,LFBP,medium_airport,Pau Pyrénées Airport,43.380001,-0.418611,616,EU,FR,FR-NAQ,Pau/Pyrénées (Uzein),yes,LFBP,PUF,,https://www.pau.aeroport.fr/passenger/,https://en.wikipedia.org/wiki/Pau_Pyr%C3%A9n%C3%A9es_Airport,
4073,LFBT,medium_airport,Tarbes-Lourdes-Pyrénées Airport,43.178699,-0.006439,1260,EU,FR,FR-OCC,Tarbes/Lourdes/Pyrénées,yes,LFBT,LDE,,https://www.tlp.aeroport.fr/,https://en.wikipedia.org/wiki/Tarbes-Lourdes-Pyr%C3%A9n%C3%A9es_Airport,
4077,LFBZ,medium_airport,Biarritz-Anglet-Bayonne Airport,43.4683333,-1.5311111,245,EU,FR,FR-NAQ,Biarritz/Anglet/Bayonne,yes,LFBZ,BIQ,,,https://en.wikipedia.org/wiki/Biarritz_-_Anglet_-_Bayonne_Airport,
4082,LFCK,medium_airport,Castres-Mazamet Airport,43.55630111694340,2.289180040359500,788,EU,FR,FR-OCC,Castres/Mazamet,yes,LFCK,DCM,,,https://en.wikipedia.org/wiki/Castres-Mazamet_Airport,
4086,LFCR,medium_airport,Rodez–Aveyron Airport,44.407902,2.48267,1910,EU,FR,FR-OCC,Rodez/Marcillac,yes,LFCR,RDZ,,https://www.aeroport-rodez.fr/en/,https://en.wikipedia.org/wiki/Rodez%E2%80%93Aveyron_Airport,
28818,LFEA,small_airport,Aérodrome de Belle Île,47.325256,-3.201255,171,EU,FR,FR-BRE,Bangor,yes,LFEA,BIC,,,https://fr.wikipedia.org/wiki/Aérodrome_de_Belle-Île,Palais-Belle-İle-en-Mer Aerodrome
28820,LFEC,small_airport,Ouessant Airport,48.4632,-5.06358,142,EU,FR,FR-BRE,Ushant,yes,LFEC,OUI,,,https://en.wikipedia.org/wiki/Ushant_Airport,
4101,LFEY,small_airport,Île d'Yeu Airport,46.718601,-2.39111,79,EU,FR,FR-PDL,Île d'Yeu,yes,LFEY,IDY,,,https://en.wikipedia.org/wiki/%C3%8Ele_d'Yeu_Aerodrome,
4107,LFGJ,medium_airport,Dole-Tavaux Airport,47.042686,5.435063,645,EU,FR,FR-BFC,Dole/Tavaux,yes,LFGJ,DLE,,https://www.aeroportdolejura.com/,https://en.wikipedia.org/wiki/Dole%E2%80%93Jura_Airport,Dole–Jura
4111,LFHP,medium_airport,Le Puy-Loudes Airfield,45.0807,3.76289,2731,EU,FR,FR-ARA,Le Puy/Loudes,yes,LFHP,LPY,,,https://en.wikipedia.org/wiki/Le_Puy_-_Loudes_Airport,
4120,LFJL,medium_airport,Metz-Nancy-Lorraine Airport,48.982101,6.25132,870,EU,FR,FR-GES,Goin,yes,LFJL,ETZ,,https://lorraineaeroport.com/,https://en.wikipedia.org/wiki/Metz-Nancy-Lorraine_Airport,
4123,LFKB,medium_airport,Bastia-Poretta Airport,42.55270004272460,9.48373031616211,26,EU,FR,FR-COR,Bastia/Poretta,yes,LFKB,BIA,,,https://en.wikipedia.org/wiki/Bastia_-_Poretta_Airport,
4124,LFKC,medium_airport,Calvi-Sainte-Catherine Airport,42.5244444,8.7930556,209,EU,FR,FR-COR,Calvi/Sainte-Catherine,yes,LFKC,CLY,,,https://en.wikipedia.org/wiki/Calvi_-_Sainte-Catherine_Airport,
4125,LFKF,medium_airport,Figari Sud-Corse Airport,41.500599,9.09778,85,EU,FR,FR-COR,Figari Sud-Corse,yes,LFKF,FSC,,,https://en.wikipedia.org/wiki/Figari_Sud-Corse_Airport,
4126,LFKJ,medium_airport,Ajaccio-Napoléon Bonaparte Airport,41.92359924316410,8.8029203414917,18,EU,FR,FR-COR,Ajaccio/Napoléon Bonaparte,yes,LFKJ,AJA,,,https://en.wikipedia.org/wiki/Ajaccio_-_Campo_dell'Oro_Airport,
4131,LFLB,medium_airport,Chambéry Savoie Mont Blanc Airport,45.6381,5.88023,779,EU,FR,FR-ARA,Viviers-du-Lac,yes,LFLB,CMF,,,https://en.wikipedia.org/wiki/Chamb%C3%A9ry_Airport,
4132,LFLC,medium_airport,Clermont-Ferrand Auvergne Airport,45.786701,3.16917,1090,EU,FR,FR-ARA,Clermont-Ferrand/Auvergne,yes,LFLC,CFE,,https://www.clermont-aeroport.com/en,https://en.wikipedia.org/wiki/Clermont-Ferrand_Auvergne_Airport,
4137,LFLL,large_airport,Lyon Saint-Exupéry Airport,45.725556,5.081111,821,EU,FR,FR-ARA,Lyon,yes,LFLL,LYS,,https://www.lyonaeroports.com/,https://en.wikipedia.org/wiki/Saint-Exup%C3%A9ry_International_Airport,
4141,LFLP,medium_airport,Annecy Haute-Savoie Mont Blanc Airport,45.928947,6.0987,1521,EU,FR,FR-ARA,Epagny Metz-Tessy,yes,LFLP,NCY,,,https://en.wikipedia.org/wiki/Annecy_-_Haute-Savoie_-_Mont_Blanc_Airport,Annecy-Meythet
4142,LFLS,medium_airport,Grenoble-Isère Airport,45.3629,5.32937,1302,EU,FR,FR-ARA,Saint-Étienne-de-Saint-Geoirs,yes,LFLS,GNB,,,https://en.wikipedia.org/wiki/Grenoble-Is%C3%A8re_Airport,
4146,LFLW,medium_airport,Aurillac Airport,44.89139938354490,2.4219400882720900,2096,EU,FR,FR-ARA,Aurillac,yes,LFLW,AUR,,,https://en.wikipedia.org/wiki/Aurillac_Airport,
4154,LFMK,medium_airport,Carcassonne Airport,43.216,2.30632,433,EU,FR,FR-OCC,Carcassonne/Salvaza,yes,LFMK,CCF,,https://www.aeroport-carcassonne.com/,https://en.wikipedia.org/wiki/Carcassonne_Salvaza_Airport,
4155,LFML,large_airport,Marseille Provence Airport,43.438088,5.2125,74,EU,FR,FR-PAC,Marseille,yes,LFML,MRS,,https://www.marseille.aeroport.fr/,https://en.wikipedia.org/wiki/Marseille_Provence_Airport,
4156,LFMN,large_airport,Nice-Côte d'Azur Airport,43.658401,7.21587,12,EU,FR,FR-PAC,Nice,yes,LFMN,NCE,,https://www.nice.aeroport.fr/en,https://en.wikipedia.org/wiki/C%C3%B4te_d'Azur_International_Airport,
4158,LFMP,medium_airport,Perpignan-Rivesaltes (Llabanère) Airport,42.74039840698240,2.8706700801849400,144,EU,FR,FR-OCC,Perpignan/Rivesaltes,yes,LFMP,PGF,,,https://en.wikipedia.org/wiki/Perpignan_-_Rivesaltes_Airport,
4161,LFMT,medium_airport,Montpellier-Méditerranée Airport,43.576199,3.96301,17,EU,FR,FR-OCC,Montpellier/Méditerranée,yes,LFMT,MPL,,https://www.montpellier.aeroport.fr/,https://en.wikipedia.org/wiki/Montpellier_-_M%C3%A9diterran%C3%A9e_Airport,
4162,LFMU,medium_airport,Béziers-Vias Airport,43.32350158691410,3.3538999557495100,56,EU,FR,FR-OCC,Béziers/Vias,yes,LFMU,BZR,,,https://en.wikipedia.org/wiki/B%C3%A9ziers-Agde-Vias_Airport,
4163,LFMV,medium_airport,Avignon-Caumont Airport,43.90729904174810,4.901830196380620,124,EU,FR,FR-PAC,Avignon/Caumont,yes,LFMV,AVN,,,https://en.wikipedia.org/wiki/Avignon_-_Caumont_Airport,
